"model","accession","gene_name","organism","namespace","prompt_id","llm_sim"
"Llama 3.3 70B","Q9WTK8","SPO11","mouse","cellular_component","P4_cot",0.796
"Llama 3.3 70B","Q9WTK8","SPO11","mouse","cellular_component","P5_selection",0.796
"Llama 3.3 70B","Q62371","DDR2","mouse","molecular_function","P1_zeroshot",0.39
"Llama 3.3 70B","Q62371","DDR2","mouse","molecular_function","P2_constrained",0.365
"Llama 3.3 70B","Q62371","DDR2","mouse","molecular_function","P3_fewshot",0.499
"Llama 3.3 70B","Q62371","DDR2","mouse","molecular_function","P4_cot",0.395
"Llama 3.3 70B","Q62371","DDR2","mouse","molecular_function","P5_selection",0.429
"Llama 3.3 70B","Q62371","DDR2","mouse","biological_process","P1_zeroshot",0.346
"Llama 3.3 70B","Q62371","DDR2","mouse","biological_process","P2_constrained",0.397
"Llama 3.3 70B","Q62371","DDR2","mouse","biological_process","P3_fewshot",0.385
"Llama 3.3 70B","Q62371","DDR2","mouse","biological_process","P4_cot",0.55
"Llama 3.3 70B","Q62371","DDR2","mouse","biological_process","P5_selection",0.395
"Llama 3.3 70B","Q9R088","KITM","mouse","molecular_function","P1_zeroshot",0.334
"Llama 3.3 70B","Q9R088","KITM","mouse","molecular_function","P2_constrained",0.296
"Llama 3.3 70B","Q9R088","KITM","mouse","molecular_function","P3_fewshot",0.327
"Llama 3.3 70B","Q9R088","KITM","mouse","molecular_function","P4_cot",0.416
"Llama 3.3 70B","Q9R088","KITM","mouse","molecular_function","P5_selection",0.36
"Llama 3.3 70B","Q9R088","KITM","mouse","biological_process","P1_zeroshot",0.414
"Llama 3.3 70B","Q9R088","KITM","mouse","biological_process","P2_constrained",0.444
"Llama 3.3 70B","Q9R088","KITM","mouse","biological_process","P3_fewshot",0.505
"Llama 3.3 70B","Q9R088","KITM","mouse","biological_process","P4_cot",0.361
"Llama 3.3 70B","Q9R088","KITM","mouse","biological_process","P5_selection",0.307
"Llama 3.3 70B","Q9R088","KITM","mouse","cellular_component","P1_zeroshot",0.844
"Llama 3.3 70B","Q9R088","KITM","mouse","cellular_component","P2_constrained",0.844
"Llama 3.3 70B","Q9R088","KITM","mouse","cellular_component","P3_fewshot",0.775
"Llama 3.3 70B","Q9R088","KITM","mouse","cellular_component","P4_cot",0.844
"Llama 3.3 70B","Q9R088","KITM","mouse","cellular_component","P5_selection",1
"Llama 3.3 70B","P22272","IL6RA","mouse","molecular_function","P1_zeroshot",0.285
"Llama 3.3 70B","P22272","IL6RA","mouse","molecular_function","P2_constrained",0.28
"Llama 3.3 70B","P22272","IL6RA","mouse","molecular_function","P3_fewshot",0.311
"Llama 3.3 70B","P22272","IL6RA","mouse","molecular_function","P4_cot",0.207
"Llama 3.3 70B","P22272","IL6RA","mouse","molecular_function","P5_selection",0.576
"Llama 3.3 70B","P22272","IL6RA","mouse","biological_process","P1_zeroshot",0.319
"Llama 3.3 70B","P22272","IL6RA","mouse","biological_process","P2_constrained",0.232
"Llama 3.3 70B","P22272","IL6RA","mouse","biological_process","P3_fewshot",0.196
"Llama 3.3 70B","P22272","IL6RA","mouse","biological_process","P4_cot",0.296
"Llama 3.3 70B","P22272","IL6RA","mouse","biological_process","P5_selection",0.227
"Llama 3.3 70B","P22272","IL6RA","mouse","cellular_component","P1_zeroshot",0.372
"Llama 3.3 70B","P22272","IL6RA","mouse","cellular_component","P2_constrained",0.317
"Llama 3.3 70B","P22272","IL6RA","mouse","cellular_component","P3_fewshot",0.572
"Llama 3.3 70B","P22272","IL6RA","mouse","cellular_component","P4_cot",0.602
"Llama 3.3 70B","P22272","IL6RA","mouse","cellular_component","P5_selection",0.254
"Llama 3.3 70B","P14211","CALR","mouse","molecular_function","P1_zeroshot",0.297
"Llama 3.3 70B","P14211","CALR","mouse","molecular_function","P2_constrained",0.298
"Llama 3.3 70B","P14211","CALR","mouse","molecular_function","P3_fewshot",0.462
"Llama 3.3 70B","P14211","CALR","mouse","molecular_function","P4_cot",0.457
"Llama 3.3 70B","P14211","CALR","mouse","molecular_function","P5_selection",0.606
"Llama 3.3 70B","P14211","CALR","mouse","biological_process","P1_zeroshot",0.231
"Llama 3.3 70B","P14211","CALR","mouse","biological_process","P2_constrained",0.27
"Llama 3.3 70B","P14211","CALR","mouse","biological_process","P3_fewshot",0.284
"Llama 3.3 70B","P14211","CALR","mouse","biological_process","P4_cot",0.169
"Llama 3.3 70B","P14211","CALR","mouse","biological_process","P5_selection",0.332
"Llama 3.3 70B","P14211","CALR","mouse","cellular_component","P1_zeroshot",0.57
"Llama 3.3 70B","P14211","CALR","mouse","cellular_component","P2_constrained",0.66
"Llama 3.3 70B","P14211","CALR","mouse","cellular_component","P3_fewshot",0.639
"Llama 3.3 70B","P14211","CALR","mouse","cellular_component","P4_cot",0.587
"Llama 3.3 70B","P14211","CALR","mouse","cellular_component","P5_selection",0.673
"Llama 3.3 70B","P97391","PA2G5","mouse","molecular_function","P1_zeroshot",0.145
"Llama 3.3 70B","P97391","PA2G5","mouse","molecular_function","P2_constrained",0.12
"Llama 3.3 70B","P97391","PA2G5","mouse","molecular_function","P3_fewshot",0.396
"Llama 3.3 70B","P97391","PA2G5","mouse","molecular_function","P4_cot",0.32
"Llama 3.3 70B","P97391","PA2G5","mouse","molecular_function","P5_selection",0.496
"Llama 3.3 70B","P97391","PA2G5","mouse","biological_process","P1_zeroshot",0.397
"Llama 3.3 70B","P97391","PA2G5","mouse","biological_process","P2_constrained",0.233
"Llama 3.3 70B","P97391","PA2G5","mouse","biological_process","P3_fewshot",0.218
"Llama 3.3 70B","P97391","PA2G5","mouse","biological_process","P4_cot",0.357
"Llama 3.3 70B","P97391","PA2G5","mouse","biological_process","P5_selection",0.287
"Llama 3.3 70B","P97391","PA2G5","mouse","cellular_component","P1_zeroshot",0.253
"Llama 3.3 70B","P97391","PA2G5","mouse","cellular_component","P2_constrained",0.294
"Llama 3.3 70B","P97391","PA2G5","mouse","cellular_component","P3_fewshot",0.31
"Llama 3.3 70B","P97391","PA2G5","mouse","cellular_component","P4_cot",0.487
"Llama 3.3 70B","P97391","PA2G5","mouse","cellular_component","P5_selection",0.33
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","biological_process","P1_zeroshot",0.055
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","biological_process","P2_constrained",0.039
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","biological_process","P3_fewshot",0.033
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","biological_process","P4_cot",0.047
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","biological_process","P5_selection",0.066
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","cellular_component","P1_zeroshot",0.569
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","cellular_component","P2_constrained",0.569
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","cellular_component","P3_fewshot",0.841
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","cellular_component","P4_cot",0.841
"Llama 3.3 70B","Q9D8C3","ALG13","mouse","cellular_component","P5_selection",1
"Llama 3.3 70B","Q60664","IRAG2","mouse","molecular_function","P1_zeroshot",0
"Llama 3.3 70B","Q60664","IRAG2","mouse","molecular_function","P2_constrained",0
"Llama 3.3 70B","Q60664","IRAG2","mouse","molecular_function","P3_fewshot",0
"Llama 3.3 70B","Q60664","IRAG2","mouse","molecular_function","P4_cot",0
"Llama 3.3 70B","Q60664","IRAG2","mouse","molecular_function","P5_selection",0
"Llama 3.3 70B","Q60664","IRAG2","mouse","biological_process","P1_zeroshot",0.102
"Llama 3.3 70B","Q60664","IRAG2","mouse","biological_process","P2_constrained",0.171
"Llama 3.3 70B","Q60664","IRAG2","mouse","biological_process","P3_fewshot",0.531
"Llama 3.3 70B","Q60664","IRAG2","mouse","biological_process","P4_cot",0.531
"Llama 3.3 70B","Q60664","IRAG2","mouse","biological_process","P5_selection",0.173
"Llama 3.3 70B","Q60664","IRAG2","mouse","cellular_component","P1_zeroshot",0.375
"Llama 3.3 70B","Q60664","IRAG2","mouse","cellular_component","P2_constrained",0.435
"Llama 3.3 70B","Q60664","IRAG2","mouse","cellular_component","P3_fewshot",0.434
"Llama 3.3 70B","Q60664","IRAG2","mouse","cellular_component","P4_cot",0.685
"Llama 3.3 70B","Q60664","IRAG2","mouse","cellular_component","P5_selection",0.514
"Llama 3.3 70B","Q60751","IGF1R","mouse","molecular_function","P1_zeroshot",0.64
"Llama 3.3 70B","Q60751","IGF1R","mouse","molecular_function","P2_constrained",0.542
"Llama 3.3 70B","Q60751","IGF1R","mouse","molecular_function","P3_fewshot",0.587
"Llama 3.3 70B","Q60751","IGF1R","mouse","molecular_function","P4_cot",0.681
"Llama 3.3 70B","Q60751","IGF1R","mouse","molecular_function","P5_selection",0.537
"Llama 3.3 70B","Q60751","IGF1R","mouse","biological_process","P1_zeroshot",0.376
"Llama 3.3 70B","Q60751","IGF1R","mouse","biological_process","P2_constrained",0.374
"Llama 3.3 70B","Q60751","IGF1R","mouse","biological_process","P3_fewshot",0.39
"Llama 3.3 70B","Q60751","IGF1R","mouse","biological_process","P4_cot",0.4
"Llama 3.3 70B","Q60751","IGF1R","mouse","biological_process","P5_selection",0.367
"Llama 3.3 70B","Q60751","IGF1R","mouse","cellular_component","P1_zeroshot",0.693
"Llama 3.3 70B","Q60751","IGF1R","mouse","cellular_component","P2_constrained",0.721
"Llama 3.3 70B","Q60751","IGF1R","mouse","cellular_component","P3_fewshot",0.61
"Llama 3.3 70B","Q60751","IGF1R","mouse","cellular_component","P4_cot",0.736
"Llama 3.3 70B","Q60751","IGF1R","mouse","cellular_component","P5_selection",0.753
"Llama 3.3 70B","Q5EE38","ACD","mouse","molecular_function","P1_zeroshot",0.59
"Llama 3.3 70B","Q5EE38","ACD","mouse","molecular_function","P2_constrained",0.59
"Llama 3.3 70B","Q5EE38","ACD","mouse","molecular_function","P3_fewshot",0.741
"Llama 3.3 70B","Q5EE38","ACD","mouse","molecular_function","P4_cot",0.782
"Llama 3.3 70B","Q5EE38","ACD","mouse","molecular_function","P5_selection",0.741
"Llama 3.3 70B","Q5EE38","ACD","mouse","biological_process","P1_zeroshot",0.368
"Llama 3.3 70B","Q5EE38","ACD","mouse","biological_process","P2_constrained",0.497
"Llama 3.3 70B","Q5EE38","ACD","mouse","biological_process","P3_fewshot",0.447
"Llama 3.3 70B","Q5EE38","ACD","mouse","biological_process","P4_cot",0.324
"Llama 3.3 70B","Q5EE38","ACD","mouse","biological_process","P5_selection",0.276
"Llama 3.3 70B","Q5EE38","ACD","mouse","cellular_component","P1_zeroshot",0.559
"Llama 3.3 70B","Q5EE38","ACD","mouse","cellular_component","P2_constrained",0.671
"Llama 3.3 70B","Q5EE38","ACD","mouse","cellular_component","P3_fewshot",0.595
"Llama 3.3 70B","Q5EE38","ACD","mouse","cellular_component","P4_cot",0.468
"Llama 3.3 70B","Q5EE38","ACD","mouse","cellular_component","P5_selection",0.633
"Llama 3.3 70B","D3YV10","CCD13","mouse","molecular_function","P1_zeroshot",0
"Llama 3.3 70B","D3YV10","CCD13","mouse","molecular_function","P2_constrained",0
"Llama 3.3 70B","D3YV10","CCD13","mouse","molecular_function","P3_fewshot",0
"Llama 3.3 70B","D3YV10","CCD13","mouse","molecular_function","P4_cot",0
"Llama 3.3 70B","D3YV10","CCD13","mouse","molecular_function","P5_selection",0
"Llama 3.3 70B","D3YV10","CCD13","mouse","biological_process","P1_zeroshot",0.813
"Llama 3.3 70B","D3YV10","CCD13","mouse","biological_process","P2_constrained",0.813
"Llama 3.3 70B","D3YV10","CCD13","mouse","biological_process","P3_fewshot",0.387
"Llama 3.3 70B","D3YV10","CCD13","mouse","biological_process","P4_cot",0.105
"Llama 3.3 70B","D3YV10","CCD13","mouse","biological_process","P5_selection",0.146
"Llama 3.3 70B","D3YV10","CCD13","mouse","cellular_component","P1_zeroshot",0.575
"Llama 3.3 70B","D3YV10","CCD13","mouse","cellular_component","P2_constrained",0.575
"Llama 3.3 70B","D3YV10","CCD13","mouse","cellular_component","P3_fewshot",0.575
"Llama 3.3 70B","D3YV10","CCD13","mouse","cellular_component","P4_cot",0.575
"Llama 3.3 70B","D3YV10","CCD13","mouse","cellular_component","P5_selection",0.489
"Llama 3.3 70B","Q8K479","C1QT5","mouse","molecular_function","P1_zeroshot",0.788
"Llama 3.3 70B","Q8K479","C1QT5","mouse","molecular_function","P2_constrained",0.788
"Llama 3.3 70B","Q8K479","C1QT5","mouse","molecular_function","P3_fewshot",0.788
"Llama 3.3 70B","Q8K479","C1QT5","mouse","molecular_function","P4_cot",0.788
"Llama 3.3 70B","Q8K479","C1QT5","mouse","molecular_function","P5_selection",0.788
"Llama 3.3 70B","Q8K479","C1QT5","mouse","biological_process","P1_zeroshot",0.095
"Llama 3.3 70B","Q8K479","C1QT5","mouse","biological_process","P2_constrained",0.224
"Llama 3.3 70B","Q8K479","C1QT5","mouse","biological_process","P3_fewshot",0.214
"Llama 3.3 70B","Q8K479","C1QT5","mouse","biological_process","P4_cot",0.114
"Llama 3.3 70B","Q8K479","C1QT5","mouse","biological_process","P5_selection",0.095
"Llama 3.3 70B","Q8K479","C1QT5","mouse","cellular_component","P1_zeroshot",0.522
"Llama 3.3 70B","Q8K479","C1QT5","mouse","cellular_component","P2_constrained",0.643
"Llama 3.3 70B","Q8K479","C1QT5","mouse","cellular_component","P3_fewshot",0.697
"Llama 3.3 70B","Q8K479","C1QT5","mouse","cellular_component","P4_cot",0.721
"Llama 3.3 70B","Q8K479","C1QT5","mouse","cellular_component","P5_selection",0.493
"Llama 3.3 70B","P63248","IPKA","mouse","molecular_function","P1_zeroshot",0.223
"Llama 3.3 70B","P63248","IPKA","mouse","molecular_function","P2_constrained",0.303
"Llama 3.3 70B","P63248","IPKA","mouse","molecular_function","P3_fewshot",0.558
"Llama 3.3 70B","P63248","IPKA","mouse","molecular_function","P4_cot",0.281
"Llama 3.3 70B","P63248","IPKA","mouse","molecular_function","P5_selection",0.235
"Llama 3.3 70B","P63248","IPKA","mouse","biological_process","P1_zeroshot",0.047
"Llama 3.3 70B","P63248","IPKA","mouse","biological_process","P2_constrained",0.136
"Llama 3.3 70B","P63248","IPKA","mouse","biological_process","P3_fewshot",0.133
"Llama 3.3 70B","P63248","IPKA","mouse","biological_process","P4_cot",0.135
"Llama 3.3 70B","P63248","IPKA","mouse","biological_process","P5_selection",0.181
"Llama 3.3 70B","P63248","IPKA","mouse","cellular_component","P1_zeroshot",0.543
"Llama 3.3 70B","P63248","IPKA","mouse","cellular_component","P2_constrained",0.499
"Llama 3.3 70B","P63248","IPKA","mouse","cellular_component","P3_fewshot",0.773
"Llama 3.3 70B","P63248","IPKA","mouse","cellular_component","P4_cot",0.846
"Llama 3.3 70B","P63248","IPKA","mouse","cellular_component","P5_selection",0.923
"Llama 3.3 70B","P06797","CATL1","mouse","molecular_function","P1_zeroshot",0.447
"Llama 3.3 70B","P06797","CATL1","mouse","molecular_function","P2_constrained",0.391
"Llama 3.3 70B","P06797","CATL1","mouse","molecular_function","P3_fewshot",0.542
"Llama 3.3 70B","P06797","CATL1","mouse","molecular_function","P4_cot",0.407
"Llama 3.3 70B","P06797","CATL1","mouse","molecular_function","P5_selection",0.521
"Llama 3.3 70B","P06797","CATL1","mouse","biological_process","P1_zeroshot",0.301
"Llama 3.3 70B","P06797","CATL1","mouse","biological_process","P2_constrained",0.382
"Llama 3.3 70B","P06797","CATL1","mouse","biological_process","P3_fewshot",0.353
"Llama 3.3 70B","P06797","CATL1","mouse","biological_process","P4_cot",0.461
"Llama 3.3 70B","P06797","CATL1","mouse","biological_process","P5_selection",0.22
"Llama 3.3 70B","P06797","CATL1","mouse","cellular_component","P1_zeroshot",0.496
"Llama 3.3 70B","P06797","CATL1","mouse","cellular_component","P2_constrained",0.413
"Llama 3.3 70B","P06797","CATL1","mouse","cellular_component","P3_fewshot",0.569
"Llama 3.3 70B","P06797","CATL1","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","P06797","CATL1","mouse","cellular_component","P5_selection",0.586
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","molecular_function","P1_zeroshot",0.252
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","molecular_function","P2_constrained",0.788
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","molecular_function","P3_fewshot",0.289
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","molecular_function","P4_cot",0.176
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","molecular_function","P5_selection",0.176
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","biological_process","P1_zeroshot",0.239
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","biological_process","P2_constrained",0.309
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","biological_process","P3_fewshot",0.211
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","biological_process","P4_cot",0.232
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","biological_process","P5_selection",0.324
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","cellular_component","P1_zeroshot",0.707
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","cellular_component","P2_constrained",0.707
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","cellular_component","P3_fewshot",0.707
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","cellular_component","P4_cot",0.707
"Llama 3.3 70B","Q6PGD0","ARAID","mouse","cellular_component","P5_selection",0.498
"Llama 3.3 70B","Q9DC50","OCTC","mouse","molecular_function","P1_zeroshot",0.524
"Llama 3.3 70B","Q9DC50","OCTC","mouse","molecular_function","P2_constrained",0.524
"Llama 3.3 70B","Q9DC50","OCTC","mouse","molecular_function","P3_fewshot",0.398
"Llama 3.3 70B","Q9DC50","OCTC","mouse","molecular_function","P4_cot",0.524
"Llama 3.3 70B","Q9DC50","OCTC","mouse","molecular_function","P5_selection",0.392
"Llama 3.3 70B","Q9DC50","OCTC","mouse","biological_process","P1_zeroshot",0.396
"Llama 3.3 70B","Q9DC50","OCTC","mouse","biological_process","P2_constrained",0.396
"Llama 3.3 70B","Q9DC50","OCTC","mouse","biological_process","P3_fewshot",0.396
"Llama 3.3 70B","Q9DC50","OCTC","mouse","biological_process","P4_cot",0.534
"Llama 3.3 70B","Q9DC50","OCTC","mouse","biological_process","P5_selection",0.267
"Llama 3.3 70B","Q9DC50","OCTC","mouse","cellular_component","P1_zeroshot",1
"Llama 3.3 70B","Q9DC50","OCTC","mouse","cellular_component","P2_constrained",1
"Llama 3.3 70B","Q9DC50","OCTC","mouse","cellular_component","P3_fewshot",0.82
"Llama 3.3 70B","Q9DC50","OCTC","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","Q9DC50","OCTC","mouse","cellular_component","P5_selection",0.585
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","biological_process","P1_zeroshot",0.356
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","biological_process","P2_constrained",0.329
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","biological_process","P3_fewshot",0.262
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","biological_process","P4_cot",0.321
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","biological_process","P5_selection",0.215
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","cellular_component","P1_zeroshot",0.427
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","cellular_component","P2_constrained",1
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","cellular_component","P3_fewshot",0.687
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","cellular_component","P4_cot",0.427
"Llama 3.3 70B","Q4QRL3","CC88B","mouse","cellular_component","P5_selection",0.687
"Llama 3.3 70B","P97946","VEGFD","mouse","molecular_function","P1_zeroshot",0.509
"Llama 3.3 70B","P97946","VEGFD","mouse","molecular_function","P2_constrained",0.515
"Llama 3.3 70B","P97946","VEGFD","mouse","molecular_function","P3_fewshot",0.533
"Llama 3.3 70B","P97946","VEGFD","mouse","molecular_function","P4_cot",0.364
"Llama 3.3 70B","P97946","VEGFD","mouse","molecular_function","P5_selection",0.788
"Llama 3.3 70B","P97946","VEGFD","mouse","biological_process","P1_zeroshot",0.2
"Llama 3.3 70B","P97946","VEGFD","mouse","biological_process","P2_constrained",0.287
"Llama 3.3 70B","P97946","VEGFD","mouse","biological_process","P3_fewshot",0.212
"Llama 3.3 70B","P97946","VEGFD","mouse","biological_process","P4_cot",0.321
"Llama 3.3 70B","P97946","VEGFD","mouse","biological_process","P5_selection",0.571
"Llama 3.3 70B","P97946","VEGFD","mouse","cellular_component","P1_zeroshot",0.817
"Llama 3.3 70B","P97946","VEGFD","mouse","cellular_component","P2_constrained",0.805
"Llama 3.3 70B","P97946","VEGFD","mouse","cellular_component","P3_fewshot",0.783
"Llama 3.3 70B","P97946","VEGFD","mouse","cellular_component","P4_cot",0.636
"Llama 3.3 70B","P97946","VEGFD","mouse","cellular_component","P5_selection",0.651
"Llama 3.3 70B","Q8K135","K319L","mouse","biological_process","P1_zeroshot",0.286
"Llama 3.3 70B","Q8K135","K319L","mouse","biological_process","P2_constrained",0.36
"Llama 3.3 70B","Q8K135","K319L","mouse","biological_process","P3_fewshot",0.235
"Llama 3.3 70B","Q8K135","K319L","mouse","biological_process","P4_cot",0.283
"Llama 3.3 70B","Q8K135","K319L","mouse","biological_process","P5_selection",0.147
"Llama 3.3 70B","Q8K135","K319L","mouse","cellular_component","P1_zeroshot",0.163
"Llama 3.3 70B","Q8K135","K319L","mouse","cellular_component","P2_constrained",0.232
"Llama 3.3 70B","Q8K135","K319L","mouse","cellular_component","P3_fewshot",0.232
"Llama 3.3 70B","Q8K135","K319L","mouse","cellular_component","P4_cot",0.232
"Llama 3.3 70B","Q8K135","K319L","mouse","cellular_component","P5_selection",0.486
"Llama 3.3 70B","Q9CXU1","MED31","mouse","biological_process","P1_zeroshot",0.089
"Llama 3.3 70B","Q9CXU1","MED31","mouse","biological_process","P2_constrained",0.044
"Llama 3.3 70B","Q9CXU1","MED31","mouse","biological_process","P3_fewshot",0.067
"Llama 3.3 70B","Q9CXU1","MED31","mouse","biological_process","P4_cot",0.074
"Llama 3.3 70B","Q9CXU1","MED31","mouse","biological_process","P5_selection",0.078
"Llama 3.3 70B","Q9CXU1","MED31","mouse","cellular_component","P1_zeroshot",1
"Llama 3.3 70B","Q9CXU1","MED31","mouse","cellular_component","P2_constrained",1
"Llama 3.3 70B","Q9CXU1","MED31","mouse","cellular_component","P3_fewshot",1
"Llama 3.3 70B","Q9CXU1","MED31","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","Q9CXU1","MED31","mouse","cellular_component","P5_selection",0
"Llama 3.3 70B","Q9CXY1","TM175","mouse","molecular_function","P1_zeroshot",0.573
"Llama 3.3 70B","Q9CXY1","TM175","mouse","molecular_function","P2_constrained",1
"Llama 3.3 70B","Q9CXY1","TM175","mouse","molecular_function","P3_fewshot",0.573
"Llama 3.3 70B","Q9CXY1","TM175","mouse","molecular_function","P4_cot",0.826
"Llama 3.3 70B","Q9CXY1","TM175","mouse","molecular_function","P5_selection",0.065
"Llama 3.3 70B","Q9CXY1","TM175","mouse","biological_process","P1_zeroshot",0.233
"Llama 3.3 70B","Q9CXY1","TM175","mouse","biological_process","P2_constrained",0.302
"Llama 3.3 70B","Q9CXY1","TM175","mouse","biological_process","P3_fewshot",0.285
"Llama 3.3 70B","Q9CXY1","TM175","mouse","biological_process","P4_cot",0.325
"Llama 3.3 70B","Q9CXY1","TM175","mouse","biological_process","P5_selection",0.264
"Llama 3.3 70B","O08650","HYAS3","mouse","molecular_function","P1_zeroshot",0.611
"Llama 3.3 70B","O08650","HYAS3","mouse","molecular_function","P2_constrained",0.735
"Llama 3.3 70B","O08650","HYAS3","mouse","molecular_function","P3_fewshot",0.611
"Llama 3.3 70B","O08650","HYAS3","mouse","molecular_function","P4_cot",0.611
"Llama 3.3 70B","O08650","HYAS3","mouse","molecular_function","P5_selection",0.504
"Llama 3.3 70B","O08650","HYAS3","mouse","biological_process","P1_zeroshot",0.17
"Llama 3.3 70B","O08650","HYAS3","mouse","biological_process","P2_constrained",0.426
"Llama 3.3 70B","O08650","HYAS3","mouse","biological_process","P3_fewshot",0.361
"Llama 3.3 70B","O08650","HYAS3","mouse","biological_process","P4_cot",0.331
"Llama 3.3 70B","O08650","HYAS3","mouse","biological_process","P5_selection",0.129
"Llama 3.3 70B","O08650","HYAS3","mouse","cellular_component","P1_zeroshot",0.723
"Llama 3.3 70B","O08650","HYAS3","mouse","cellular_component","P2_constrained",0.716
"Llama 3.3 70B","O08650","HYAS3","mouse","cellular_component","P3_fewshot",0.621
"Llama 3.3 70B","O08650","HYAS3","mouse","cellular_component","P4_cot",0.568
"Llama 3.3 70B","O08650","HYAS3","mouse","cellular_component","P5_selection",0.792
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","molecular_function","P1_zeroshot",0.368
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","molecular_function","P2_constrained",0.833
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","molecular_function","P3_fewshot",0.281
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","molecular_function","P4_cot",0.368
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","molecular_function","P5_selection",0.517
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","biological_process","P1_zeroshot",0.952
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","biological_process","P2_constrained",0.952
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","biological_process","P3_fewshot",0.952
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","biological_process","P4_cot",0.952
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","biological_process","P5_selection",0.546
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","cellular_component","P1_zeroshot",0.698
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","cellular_component","P2_constrained",0.698
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","cellular_component","P3_fewshot",1
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","cellular_component","P4_cot",0.698
"Llama 3.3 70B","Q9JMF7","DOPP1","mouse","cellular_component","P5_selection",0.698
"Llama 3.3 70B","P70326","TBX5","mouse","molecular_function","P1_zeroshot",0.63
"Llama 3.3 70B","P70326","TBX5","mouse","molecular_function","P2_constrained",0.65
"Llama 3.3 70B","P70326","TBX5","mouse","molecular_function","P3_fewshot",0.661
"Llama 3.3 70B","P70326","TBX5","mouse","molecular_function","P4_cot",0.624
"Llama 3.3 70B","P70326","TBX5","mouse","molecular_function","P5_selection",0.749
"Llama 3.3 70B","P70326","TBX5","mouse","biological_process","P1_zeroshot",0.657
"Llama 3.3 70B","P70326","TBX5","mouse","biological_process","P2_constrained",0.604
"Llama 3.3 70B","P70326","TBX5","mouse","biological_process","P3_fewshot",0.573
"Llama 3.3 70B","P70326","TBX5","mouse","biological_process","P4_cot",0.608
"Llama 3.3 70B","P70326","TBX5","mouse","biological_process","P5_selection",0.332
"Llama 3.3 70B","P70326","TBX5","mouse","cellular_component","P1_zeroshot",0.419
"Llama 3.3 70B","P70326","TBX5","mouse","cellular_component","P2_constrained",0.647
"Llama 3.3 70B","P70326","TBX5","mouse","cellular_component","P3_fewshot",0.677
"Llama 3.3 70B","P70326","TBX5","mouse","cellular_component","P4_cot",1
"Llama 3.3 70B","P70326","TBX5","mouse","cellular_component","P5_selection",0.621
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","molecular_function","P1_zeroshot",0.2
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","molecular_function","P2_constrained",0.11
"Llama 3.3 70B","Q9EQR3","KCNN1","mouse","molecular_function","P3_fewshot",0.788
